County,DEM,REP,Votes,Voters,Year,Prez_Election,State,Voter_ID,Senate_2018,Dem_Percent,Rep_Percent,Rep_Lean,Turnout,FIPS
WEBB,8163,7805,16036,79392,1998,0,TX,0,0,0.5090421551509104,0.48671738588176605,-0.022324769269144396,0.2019850866586054,48479
WHARTON,2416,6583,9031,22009,1998,0,TX,0,0,0.267522976414572,0.7289336729044402,0.4614106964898682,0.41033213685310554,48481
WHEELER,344,1420,1768,3651,1998,0,TX,0,0,0.19457013574660634,0.8031674208144797,0.6085972850678734,0.4842508901670775,48483
WICHITA,7739,20298,28209,80434,1998,0,TX,0,0,0.274345067177142,0.7195575880038285,0.4452125208266865,0.3507098987990153,48485
WILBARGER,773,2442,3226,8819,1998,0,TX,0,0,0.23961562306261625,0.7569745815251085,0.5173589584624922,0.36580111123710174,48487
WILLACY,1028,1267,2311,10585,1998,0,TX,0,0,0.4448290783210731,0.5482475118996105,0.10341843357853742,0.21832782239017479,48489
WILLIAMSON,11724,42075,54231,136466,1998,0,TX,0,0,0.21618631410079106,0.7758477623499475,0.5596614482491564,0.3973956883033136,48491
WILSON,2488,5662,8188,18699,1998,0,TX,0,0,0.3038593063019052,0.6914997557401075,0.38764044943820225,0.43788437884378845,48493
WINKLER,361,1052,1432,4612,1998,0,TX,0,0,0.2520949720670391,0.7346368715083799,0.48254189944134074,0.3104943625325238,48495
WISE,2518,6899,9469,26573,1998,0,TX,0,0,0.26592037173936,0.7285880240785721,0.46266765233921214,0.35633914123358296,48497
WOOD,2324,7229,9595,19813,1998,0,TX,0,0,0.24220948410630536,0.7534132360604482,0.5112037519541428,0.4842779992933932,48499
YOAKUM,326,1514,1851,4332,1998,0,TX,0,0,0.17612101566720692,0.8179362506753106,0.6418152350081037,0.42728531855955676,48501
YOUNG,1333,3694,5046,12174,1998,0,TX,0,0,0.2641696393182719,0.7320650019817677,0.4678953626634958,0.4144898965007393,48503
ZAPATA,851,731,1589,6500,1998,0,TX,0,0,0.5355569540591567,0.460037759597231,-0.07551919446192573,0.24446153846153845,48505
ZAVALA,2227,1041,3281,8580,1998,0,TX,0,0,0.6787564766839378,0.3172813166717464,-0.3614751600121914,0.3824009324009324,48507
ANDERSON,5041,9835,15080,27803,2000,1,TX,0,0,0.3342838196286472,0.6521883289124668,0.3179045092838196,0.5423875121389778,48001
ANDREWS,876,3091,4024,7914,2000,1,TX,0,0,0.21769383697813122,0.768141153081511,0.5504473161033798,0.5084660096032347,48003
ANGELINA,9957,16648,26974,49562,2000,1,TX,0,0,0.36913323941573367,0.6171869207384889,0.24805368132275524,0.5442476090553247,48005
ARANSAS,2637,5390,8247,14304,2000,1,TX,0,0,0.3197526373226628,0.65357099551352,0.33381835819085726,0.5765520134228188,48007
ARCHER,993,2951,3997,6466,2000,1,TX,0,0,0.24843632724543407,0.7383037277958469,0.4898674005504128,0.6181565109805135,48009
ARMSTRONG,150,772,938,1448,2000,1,TX,0,0,0.15991471215351813,0.8230277185501066,0.6631130063965884,0.6477900552486188,48011
ATASCOSA,4322,6231,10746,23531,2000,1,TX,0,0,0.4021961660152615,0.5798436627582356,0.17764749674297414,0.45667417449322173,48013
AUSTIN,2407,6661,9227,14905,2000,1,TX,0,0,0.26086485314836894,0.7219031104367617,0.46103825728839276,0.6190540087219054,48015
BAILEY,488,1589,2090,3807,2000,1,TX,0,0,0.23349282296650717,0.7602870813397129,0.5267942583732057,0.5489887050170739,48017
BANDERA,1426,5613,7273,11712,2000,1,TX,0,0,0.19606764746322014,0.7717585590540355,0.5756909115908153,0.6209870218579235,48019
BASTROP,6973,10310,18308,31939,2000,1,TX,0,0,0.38087175005462093,0.5631417959362027,0.1822700458815818,0.573217696233445,48021
BAYLOR,663,1285,1984,3063,2000,1,TX,0,0,0.3341733870967742,0.6476814516129032,0.31350806451612906,0.6477309826967026,48023
BEE,3795,4429,8330,16736,2000,1,TX,0,0,0.45558223289315725,0.5316926770708283,0.0761104441776711,0.4977294455066922,48025
BELL,21011,41208,63291,142709,2000,1,TX,0,0,0.33197453034396673,0.6510878323932313,0.3191133020492646,0.44349690629182464,48027
BEXAR,185158,215613,412726,871783,2000,1,TX,0,0,0.44862208826194616,0.5224119633849091,0.07378987512296298,0.47342744696788075,48029
BLANCO,811,2777,3767,5990,2000,1,TX,0,0,0.21529068224050968,0.7371913989912398,0.5219007167507301,0.6288814691151919,48031
BORDEN,62,283,353,493,2000,1,TX,0,0,0.17563739376770537,0.8016997167138811,0.6260623229461757,0.716024340770791,48033
BOSQUE,1930,4745,6770,10378,2000,1,TX,0,0,0.28508124076809455,0.7008862629246676,0.41580502215657306,0.6523414916168818,48035
BOWIE,11662,18325,30320,54522,2000,1,TX,0,0,0.3846306068601583,0.60438654353562,0.21975593667546173,0.5561057921572943,48037
BRAZORIA,24883,53445,80019,147811,2000,1,TX,0,0,0.31096364613404315,0.6679038728302028,0.35694022669615966,0.5413602505902808,48039
BRAZOS,12359,32864,46941,80133,2000,1,TX,0,0,0.26328795722289683,0.7001129076926355,0.4368249504697386,0.5857886264085957,48041
BREWSTER,1349,1867,3580,6170,2000,1,TX,0,0,0.37681564245810056,0.5215083798882681,0.14469273743016758,0.580226904376013,48043
BRISCOE,224,544,772,1307,2000,1,TX,0,0,0.29015544041450775,0.7046632124352331,0.41450777202072536,0.5906656465187452,48045
BROOKS,1854,556,2431,7013,2000,1,TX,0,0,0.762649115590292,0.22871246400658166,-0.5339366515837104,0.3466419506630543,48047
BROWN,3138,9609,12920,23759,2000,1,TX,0,0,0.24287925696594428,0.7437306501547988,0.5008513931888545,0.5437939307209899,48049
BURLESON,2235,3542,5866,10406,2000,1,TX,0,0,0.3810092055915445,0.60381861575179,0.22280941016024547,0.5637132423601768,48051
BURNET,3557,9286,13232,22453,2000,1,TX,0,0,0.2688180169286578,0.7017835550181378,0.43296553808948,0.5893199127065426,48053
CALDWELL,3872,5216,9425,20183,2000,1,TX,0,0,0.4108222811671087,0.5534217506631299,0.1425994694960212,0.466977158995194,48055
CALHOUN,2766,3724,6563,13627,2000,1,TX,0,0,0.42145360353496875,0.5674234344049978,0.14596983087002902,0.48161737726572246,48057
CALLAHAN,1174,3656,4896,9075,2000,1,TX,0,0,0.2397875816993464,0.7467320261437909,0.5069444444444444,0.5395041322314049,48059
CAMERON,33214,27800,62057,148854,2000,1,TX,0,0,0.5352176225083392,0.4479752485618061,-0.08724237394653306,0.41689843739503135,48061
CAMP,1625,2121,3784,6364,2000,1,TX,0,0,0.4294397463002114,0.5605179704016914,0.13107822410147996,0.5945945945945946,48063
CARSON,480,2216,2742,4766,2000,1,TX,0,0,0.175054704595186,0.8081692195477753,0.6331145149525893,0.5753252203105329,48065
CASS,4618,6295,11019,19232,2000,1,TX,0,0,0.4190942916780107,0.5712859606134858,0.1521916689354751,0.5729513311148087,48067
CASTRO,727,1607,2354,4933,2000,1,TX,0,0,0.3088360237892948,0.6826677994902294,0.37383177570093457,0.4771944050273667,48069
CHAMBERS,2888,6769,9806,17479,2000,1,TX,0,0,0.2945135631246176,0.6902916581684683,0.3957780950438507,0.5610160764345786,48071
CHEROKEE,4755,9599,14537,27795,2000,1,TX,0,0,0.3270963747678338,0.6603150581275367,0.33321868335970284,0.5230077352041734,48073
CHILDRESS,602,1506,2126,3990,2000,1,TX,0,0,0.2831608654750706,0.7083725305738476,0.42521166509877706,0.5328320802005012,48075
CLAY,1460,3112,4637,7240,2000,1,TX,0,0,0.31485874487815396,0.6711235712745309,0.35626482639637697,0.6404696132596686,48077
COCHRAN,344,807,1171,2291,2000,1,TX,0,0,0.2937660119555935,0.6891545687446626,0.39538855678906915,0.51113051069402,48079
COKE,355,1137,1515,2523,2000,1,TX,0,0,0.23432343234323433,0.7504950495049505,0.5161716171617161,0.6004756242568371,48081
COLEMAN,853,2687,3578,6731,2000,1,TX,0,0,0.23840134153158188,0.7509782001117943,0.5125768585802124,0.5315703461595602,48083
COLLIN,42884,128179,175420,296171,2000,1,TX,0,0,0.24446471325960553,0.7306977539619199,0.48623304070231443,0.5922929658879499,48085
COLLINGSWORTH,429,974,1415,2360,2000,1,TX,0,0,0.30318021201413425,0.688339222614841,0.3851590106007068,0.5995762711864406,48087
COLORADO,2229,4913,7249,12040,2000,1,TX,0,0,0.3074906883708098,0.6777486549868947,0.37025796661608495,0.6020764119601328,48089
COMAL,7131,24599,32748,55994,2000,1,TX,0,0,0.21775375595456212,0.7511603762061805,0.5334066202516183,0.5848483766117798,48091
COMANCHE,1636,3334,5022,8613,2000,1,TX,0,0,0.32576662684189567,0.663878932696137,0.3381123058542413,0.5830721003134797,48093
CONCHO,268,818,1103,1942,2000,1,TX,0,0,0.242973708068903,0.7416137805983681,0.49864007252946513,0.5679711637487127,48095
COOKE,3153,10128,13469,23932,2000,1,TX,0,0,0.23409310268022868,0.7519489197416289,0.5178558170614003,0.5628029416680596,48097
CORYELL,4493,10321,15087,35643,2000,1,TX,0,0,0.2978060581957977,0.6840988930867634,0.3862928348909657,0.423280868613753,48099
COTTLE,241,502,757,1542,2000,1,TX,0,0,0.31836195508586523,0.6631439894319683,0.34478203434610305,0.4909208819714656,48101
CRANE,387,1246,1654,2811,2000,1,TX,0,0,0.23397823458282951,0.7533252720677146,0.5193470374848851,0.5884027036641765,48103
CROCKETT,467,924,1398,2698,2000,1,TX,0,0,0.3340486409155937,0.6609442060085837,0.32689556509299,0.5181616011860638,48105
CROSBY,705,1270,2002,4277,2000,1,TX,0,0,0.35214785214785216,0.6343656343656343,0.28221778221778215,0.46808510638297873,48107
CULBERSON,577,413,1012,2153,2000,1,TX,0,0,0.5701581027667985,0.40810276679841895,-0.1620553359683795,0.47004180213655367,48109
DALLAM,341,1385,1744,2889,2000,1,TX,0,0,0.19552752293577982,0.794151376146789,0.5986238532110092,0.6036690896503981,48111
DALLAS,275308,322345,613039,1248325,2000,1,TX,0,0,0.4490872521976579,0.5258148339665176,0.07672758176885974,0.49108925960787453,48113
DAWSON,1463,3337,4839,8749,2000,1,TX,0,0,0.30233519322174,0.6896052903492457,0.38727009712750565,0.5530917819179335,48115
DEAF SMITH,1240,3687,4984,10390,2000,1,TX,0,0,0.24879614767255218,0.7397672552166934,0.4909711075441412,0.47969201154956687,48117
DELTA,726,1143,1900,3208,2000,1,TX,0,0,0.3821052631578947,0.6015789473684211,0.21947368421052638,0.5922693266832918,48119
DENTON,40144,102171,146790,274386,2000,1,TX,0,0,0.27347911983105117,0.6960351522583282,0.4225560324272771,0.5349762742997092,48121
DEWITT,1570,4541,6183,12321,2000,1,TX,0,0,0.25392204431505744,0.7344331230794113,0.4805110787643539,0.5018261504747992,48123
DICKENS,284,589,881,1590,2000,1,TX,0,0,0.322360953461975,0.6685584562996595,0.34619750283768447,0.5540880503144654,48125
DIMMIT,2678,1032,3753,8311,2000,1,TX,0,0,0.7135624833466561,0.2749800159872102,-0.43858246735944584,0.4515702081578631,48127
DONLEY,360,1333,1719,2609,2000,1,TX,0,0,0.2094240837696335,0.7754508435136708,0.5660267597440373,0.6588731314679954,48129
DUVAL,3990,1010,5030,10490,2000,1,TX,0,0,0.7932405566600398,0.20079522862823063,-0.5924453280318092,0.47950428979980936,48131
EASTLAND,1774,4531,6414,11125,2000,1,TX,0,0,0.2765824758341129,0.7064234487059557,0.42984097287184286,0.5765393258426966,48133
ECTOR,9425,22893,32901,68622,2000,1,TX,0,0,0.2864654569769916,0.6958147168779064,0.4093492599009148,0.4794526536679199,48135
EDWARDS,261,663,937,1463,2000,1,TX,0,0,0.27854855923159016,0.7075773745997865,0.42902881536819637,0.6404647983595352,48137
ELLIS,10629,26091,37307,68026,2000,1,TX,0,0,0.2849063178491972,0.6993593695553113,0.41445305170611413,0.5484226619233822,48139
EL PASO,83848,57574,145042,352359,2000,1,TX,0,0,0.5780946208684381,0.3969470911873802,-0.1811475296810579,0.4116313191943444,48141
ERATH,2804,8126,11115,19166,2000,1,TX,0,0,0.2522717049032839,0.7310841205578048,0.47881241565452093,0.5799332150683502,48143
FALLS,2417,3239,5715,10126,2000,1,TX,0,0,0.4229221347331584,0.5667541557305337,0.1438320209973753,0.5643887023503852,48145
FANNIN,4102,6074,10340,17605,2000,1,TX,0,0,0.3967117988394584,0.5874274661508704,0.19071566731141198,0.5873331439931837,48147
FAYETTE,2542,6658,9387,13477,2000,1,TX,0,0,0.27080004261212315,0.7092787898157026,0.43847874720357943,0.6965199970319804,48149
FISHER,884,968,1872,2944,2000,1,TX,0,0,0.4722222222222222,0.5170940170940171,0.044871794871794934,0.6358695652173914,48151
FLOYD,580,1830,2420,4623,2000,1,TX,0,0,0.2396694214876033,0.756198347107438,0.5165289256198348,0.5234696084793424,48153
FOARD,263,286,556,1141,2000,1,TX,0,0,0.47302158273381295,0.5143884892086331,0.041366906474820164,0.48729184925503943,48155
FORT BEND,47569,73567,123509,202706,2000,1,TX,0,0,0.38514602174740303,0.5956408035041981,0.2104947817567951,0.6093011553678727,48157
FRANKLIN,1018,2420,3472,5644,2000,1,TX,0,0,0.2932027649769585,0.6970046082949308,0.4038018433179723,0.6151665485471297,48159
FREESTONE,2316,4247,6641,10594,2000,1,TX,0,0,0.3487426592380666,0.6395121216684234,0.29076946243035684,0.6268642627902586,48161
FRIO,2317,1774,4128,10415,2000,1,TX,0,0,0.5612887596899225,0.42974806201550386,-0.13154069767441867,0.39635141622659625,48163
GAINES,723,2691,3459,6767,2000,1,TX,0,0,0.20901994796183868,0.7779705117085863,0.5689505637467477,0.5111570858578395,48165
GALVESTON,40020,50397,92983,176888,2000,1,TX,0,0,0.43040125614359614,0.5420023014959724,0.11160104535237625,0.5256603048256524,48167
GARZA,454,1302,1770,3033,2000,1,TX,0,0,0.25649717514124293,0.735593220338983,0.4790960451977401,0.5835806132542037,48169
GILLESPIE,1511,8096,9920,14619,2000,1,TX,0,0,0.15231854838709677,0.8161290322580645,0.6638104838709677,0.6785689855667282,48171
GLASSCOCK,39,528,571,783,2000,1,TX,0,0,0.06830122591943957,0.9246935201401051,0.8563922942206655,0.7292464878671775,48173
GOLIAD,1233,2108,3392,5063,2000,1,TX,0,0,0.36350235849056606,0.6214622641509434,0.25795990566037735,0.6699585226150504,48175
GONZALES,1877,4092,6069,12901,2000,1,TX,0,0,0.3092766518372055,0.6742461690558577,0.3649695172186522,0.4704286489419425,48177
GRAY,1376,6732,8185,15618,2000,1,TX,0,0,0.16811240073304826,0.8224801466096519,0.6543677458766036,0.5240747855039057,48179
GRAYSON,13647,25596,39940,73550,2000,1,TX,0,0,0.3416875312969454,0.6408612919379069,0.29917376064096146,0.5430319510537049,48181
GREGG,11244,26739,38433,77898,2000,1,TX,0,0,0.2925610803215986,0.6957302318320193,0.4031691515104207,0.49337595316952937,48183
GRIMES,2450,4197,6802,12440,2000,1,TX,0,0,0.3601881799470744,0.6170244045868862,0.2568362246398118,0.5467845659163987,48185
GUADALUPE,8311,21499,30567,53774,2000,1,TX,0,0,0.2718945267772434,0.7033402034874211,0.4314456767101777,0.5684345594525235,48187
HALE,2158,6868,9110,21017,2000,1,TX,0,0,0.23688254665203073,0.7538968166849616,0.5170142700329308,0.43345862872912405,48189
HALL,472,966,1446,2340,2000,1,TX,0,0,0.326417704011065,0.6680497925311203,0.3416320885200553,0.617948717948718,48191
HAMILTON,878,2447,3376,5281,2000,1,TX,0,0,0.26007109004739337,0.7248222748815166,0.46475118483412325,0.6392728649876918,48193
HANSFORD,198,1874,2088,3332,2000,1,TX,0,0,0.09482758620689655,0.8975095785440613,0.8026819923371648,0.6266506602641057,48195
HARDEMAN,566,976,1557,2927,2000,1,TX,0,0,0.363519588953115,0.6268464996788696,0.26332691072575465,0.5319439699350871,48197
HARDIN,5595,11962,17836,33215,2000,1,TX,0,0,0.31369141063018613,0.6706660686252524,0.3569746579950662,0.536986301369863,48199
HARRIS,418267,529159,974822,1886581,2000,1,TX,0,0,0.42907012767459085,0.5428262800798505,0.1137561524052596,0.5167135680895758,48201
HARRISON,8878,13834,22970,42548,2000,1,TX,0,0,0.3865041358293426,0.6022638223770135,0.21575968654767086,0.5398608630252891,48203
HARTLEY,359,1645,2031,3080,2000,1,TX,0,0,0.17676021664204825,0.809945839487937,0.6331856228458888,0.6594155844155845,48205
HASKELL,1401,1488,2927,4904,2000,1,TX,0,0,0.4786470789203963,0.5083703450632047,0.029723266142808347,0.5968597063621534,48207
HAYS,11387,20170,34317,66201,2000,1,TX,0,0,0.33181804936328935,0.5877553399189905,0.2559372905557012,0.518375855349617,48209
HEMPHILL,251,1203,1474,2334,2000,1,TX,0,0,0.17028493894165536,0.816146540027137,0.6458616010854816,0.6315338474721508,48211
HENDERSON,8704,16607,25627,45629,2000,1,TX,0,0,0.3396417840558786,0.6480274710266516,0.308385686970773,0.5616384316991387,48213
HIDALGO,61390,38301,101050,244668,2000,1,TX,0,0,0.6075210291934686,0.3790301830776843,-0.2284908461157843,0.41300864845423185,48215
HILL,3524,7054,10735,18995,2000,1,TX,0,0,0.328272007452259,0.6571029343269679,0.3288309268747089,0.5651487233482495,48217
HOCKLEY,1419,5250,6745,14282,2000,1,TX,0,0,0.21037805782060787,0.7783543365455893,0.5679762787249814,0.4722727909256407,48219
HOOD,4704,12429,17505,28996,2000,1,TX,0,0,0.26872322193658954,0.7100257069408741,0.44130248500428454,0.6037039591667817,48221
HOPKINS,3692,7076,10910,18462,2000,1,TX,0,0,0.3384051329055912,0.6485792850595784,0.3101741521539872,0.5909435597443398,48223
HOUSTON,2833,5308,8236,14802,2000,1,TX,0,0,0.34397765905779504,0.644487615347256,0.3005099562894609,0.5564112957708418,48225
HOWARD,2744,6668,9548,19511,2000,1,TX,0,0,0.2873900293255132,0.6983661499790532,0.41097612065354,0.48936497360463327,48227
HUDSPETH,380,514,922,1669,2000,1,TX,0,0,0.4121475054229935,0.5574837310195228,0.14533622559652926,0.5524266027561414,48229
HUNT,7857,16177,24466,47934,2000,1,TX,0,0,0.321139540586937,0.6612033025423036,0.34006376195536664,0.5104101472858514,48231
HUTCHINSON,1796,7443,9351,17761,2000,1,TX,0,0,0.19206501978398033,0.7959576515880654,0.6038926318040851,0.5264906255278419,48233
IRION,162,624,793,1278,2000,1,TX,0,0,0.2042875157629256,0.7868852459016393,0.5825977301387137,0.6205007824726134,48235
JACK,822,2107,2974,5076,2000,1,TX,0,0,0.27639542703429726,0.7084734364492267,0.4320780094149294,0.5858944050433412,48237
JACKSON,1446,3365,4856,9507,2000,1,TX,0,0,0.29777594728171336,0.6929571663920923,0.3951812191103789,0.5107815293993899,48239
JASPER,4533,7071,11742,21709,2000,1,TX,0,0,0.3860500766479305,0.6021972406745018,0.21614716402657125,0.5408816619835092,48241
JEFF DAVIS,283,708,1060,1664,2000,1,TX,0,0,0.2669811320754717,0.6679245283018868,0.40094339622641506,0.6370192307692307,48243
JEFFERSON,45409,40320,86909,166238,2000,1,TX,0,0,0.5224890402605024,0.4639335396794348,-0.058555500581067566,0.522798638097186,48245
JIM HOGG,1512,623,2157,4150,2000,1,TX,0,0,0.7009735744089013,0.2888270746407047,-0.4121464997681966,0.5197590361445783,48247
JIM WELLS,7418,4498,12023,25972,2000,1,TX,0,0,0.616984113781918,0.3741162771354903,-0.2428678366464277,0.4629216078854151,48249
JOHNSON,11778,26202,38726,71597,2000,1,TX,0,0,0.30413675566802667,0.6765997004596395,0.3724629447916128,0.5408885847172368,48251
JONES,1899,4080,6048,10607,2000,1,TX,0,0,0.31398809523809523,0.6746031746031746,0.3606150793650794,0.5701894975016498,48253
KARNES,1617,2638,4308,8603,2000,1,TX,0,0,0.3753481894150418,0.6123491179201486,0.2370009285051068,0.500755550389399,48255
KAUFMAN,7455,15290,23063,44137,2000,1,TX,0,0,0.3232450244981139,0.6629666565494515,0.33972163205133765,0.52253211591182,48257
KENDALL,1901,8788,11073,17757,2000,1,TX,0,0,0.17167885848460218,0.7936421927210331,0.6219633342364309,0.6235850650447711,48259
KENEDY,119,106,228,398,2000,1,TX,0,0,0.5219298245614035,0.4649122807017544,-0.05701754385964908,0.5728643216080402,48261
KENT,185,346,536,823,2000,1,TX,0,0,0.3451492537313433,0.6455223880597015,0.3003731343283582,0.6512758201701093,48263
KERR,4002,14637,19228,31923,2000,1,TX,0,0,0.20813397129186603,0.7612336176409403,0.5530996463490743,0.602324342950224,48265
KIMBLE,328,1313,1666,2920,2000,1,TX,0,0,0.19687875150060025,0.7881152460984394,0.5912364945978392,0.5705479452054795,48267
KING,14,120,137,208,2000,1,TX,0,0,0.10218978102189781,0.8759124087591241,0.7737226277372263,0.6586538461538461,48269
KINNEY,486,932,1444,2500,2000,1,TX,0,0,0.3365650969529086,0.6454293628808865,0.3088642659279779,0.5776,48271
KLEBERG,4481,4526,9194,18927,2000,1,TX,0,0,0.48738307591907765,0.4922775723297803,0.0048944964107026645,0.4857610820520949,48273
KNOX,617,947,1576,3021,2000,1,TX,0,0,0.39149746192893403,0.6008883248730964,0.20939086294416237,0.5216815623965574,48275
LAMAR,5553,9775,15430,30558,2000,1,TX,0,0,0.35988334413480233,0.6335061568373299,0.2736228127025276,0.5049414228679887,48277
LAMB,1114,3451,4598,9295,2000,1,TX,0,0,0.24227925184862983,0.7505437146585472,0.5082644628099173,0.49467455621301776,48279
LAMPASAS,1569,4526,6214,10417,2000,1,TX,0,0,0.25249436755712906,0.7283553266816866,0.4758609591245575,0.5965249112028415,48281
LASALLE,1266,731,2014,4334,2000,1,TX,0,0,0.6285998013902682,0.36295928500496527,-0.2656405163853029,0.46469773880941395,48283
LAVACA,2171,5288,7546,13079,2000,1,TX,0,0,0.2877020938245428,0.7007686191359661,0.4130665253114233,0.5769554247266611,48285
LEE,1733,3699,5536,8647,2000,1,TX,0,0,0.3130419075144509,0.6681719653179191,0.35513005780346824,0.6402220423268186,48287
LEON,1893,4362,6326,10617,2000,1,TX,0,0,0.2992412266835283,0.6895352513436611,0.3902940246601328,0.5958368654045398,48289
LIBERTY,7311,12458,20077,42270,2000,1,TX,0,0,0.3641480300841759,0.6205110325247796,0.25636300244060367,0.4749704281996688,48291
LIMESTONE,2768,4212,7075,13438,2000,1,TX,0,0,0.3912367491166078,0.5953356890459364,0.2040989399293286,0.5264920375055812,48293
LIPSCOMB,206,1072,1294,2040,2000,1,TX,0,0,0.15919629057187018,0.8284389489953632,0.669242658423493,0.634313725490196,48295
LIVE OAK,1114,2828,4004,7416,2000,1,TX,0,0,0.27822177822177824,0.7062937062937062,0.428071928071928,0.5399137001078749,48297
LLANO,2143,6295,8627,12860,2000,1,TX,0,0,0.24840616668598586,0.7296858699432016,0.48127970325721575,0.6708398133748056,48299
LOVING,29,124,156,211,2000,1,TX,0,0,0.1858974358974359,0.7948717948717948,0.6089743589743589,0.7393364928909952,48301
LUBBOCK,18469,56054,76008,154157,2000,1,TX,0,0,0.24298758025471004,0.737475002631302,0.49448742237659193,0.4930557807949039,48303
LYNN,562,1507,2084,4377,2000,1,TX,0,0,0.2696737044145873,0.7231285988483686,0.45345489443378123,0.4761251999086132,48305
MADISON,1241,2333,3623,6921,2000,1,TX,0,0,0.3425338117582114,0.6439414849572178,0.3014076731990064,0.5234792660020229,48313
MARION,1852,2039,3930,7771,2000,1,TX,0,0,0.4712468193384224,0.5188295165394402,0.04758269720101782,0.5057264187363274,48315
MARTIN,415,1520,1949,3029,2000,1,TX,0,0,0.2129297075423294,0.779887121600821,0.5669574140584915,0.6434466820732915,48317
MASON,417,1352,1801,2641,2000,1,TX,0,0,0.23153803442531926,0.750694058856191,0.5191560244308717,0.6819386595986369,48319
MATAGORDA,4696,7584,12459,23095,2000,1,TX,0,0,0.376916285416165,0.6087165904165663,0.23180030500040133,0.5394674171898679,48321
MAVERICK,5995,3143,9229,21783,2000,1,TX,0,0,0.6495828367103695,0.34055694008018206,-0.3090258966301875,0.42367901574622413,48323
MCCULLOCH,794,2084,2920,5657,2000,1,TX,0,0,0.2719178082191781,0.7136986301369863,0.4417808219178082,0.5161746508750221,48307
MCLENNAN,23462,43955,68789,126842,2000,1,TX,0,0,0.341071973716728,0.6389829769294509,0.29791100321272296,0.5423203670708441,48309
MCMULLEN,77,358,439,682,2000,1,TX,0,0,0.17539863325740318,0.8154897494305239,0.6400911161731206,0.6436950146627566,48311
MEDINA,4025,8590,12873,22582,2000,1,TX,0,0,0.3126699293094073,0.6672881224267847,0.3546181931173774,0.5700557966522009,48325
MENARD,334,642,990,1841,2000,1,TX,0,0,0.3373737373737374,0.6484848484848484,0.31111111111111106,0.5377512221618685,48327
MIDLAND,7534,31514,39740,71598,2000,1,TX,0,0,0.18958228485153497,0.7930045294413689,0.603422244589834,0.555043436967513,48329
MILAM,3429,4706,8269,14626,2000,1,TX,0,0,0.41468133994437056,0.569113556657395,0.15443221671302448,0.5653630520990017,48331
MILLS,548,1738,2314,3178,2000,1,TX,0,0,0.23681936041486604,0.7510803802938635,0.5142610198789974,0.7281308999370674,48333
MITCHELL,837,1708,2574,5411,2000,1,TX,0,0,0.32517482517482516,0.6635586635586636,0.3383838383838384,0.4756976529292183,48335
MONTAGUE,2256,4951,7330,12616,2000,1,TX,0,0,0.3077762619372442,0.6754433833560709,0.3676671214188267,0.5810082435003171,48337
MONTGOMERY,23286,80600,106213,183958,2000,1,TX,0,0,0.21923869959421163,0.7588524945157372,0.5396137949215256,0.5773763576468541,48339
MOORE,1040,4201,5290,10063,2000,1,TX,0,0,0.19659735349716445,0.7941398865784499,0.5975425330812855,0.5256881645632515,48341
MORRIS,2455,2381,4889,8715,2000,1,TX,0,0,0.5021476784618532,0.4870116588259358,-0.015136019635917375,0.5609868043602984,48343
MOTLEY,118,514,642,972,2000,1,TX,0,0,0.1838006230529595,0.8006230529595015,0.616822429906542,0.6604938271604939,48345
NACOGDOCHES,6204,13145,19799,35171,2000,1,TX,0,0,0.3133491590484368,0.6639224203242589,0.35057326127582206,0.5629353728924398,48347
NAVARRO,5366,8358,13890,27168,2000,1,TX,0,0,0.386321094312455,0.6017278617710583,0.21540676745860332,0.5112632508833922,48349
NEWTON,2503,2423,4990,9633,2000,1,TX,0,0,0.5016032064128256,0.48557114228456916,-0.016032064128256474,0.5180110038409633,48351
NOLAN,1874,3337,5312,10692,2000,1,TX,0,0,0.35278614457831325,0.6282003012048193,0.27541415662650603,0.49682005237560795,48353
NUECES,45349,49906,97326,202443,2000,1,TX,0,0,0.4659494893450876,0.512771510182274,0.04682202083718634,0.48075754656866376,48355
OCHILTREE,251,2687,2962,5084,2000,1,TX,0,0,0.08474004051316678,0.9071573261309925,0.8224172856178258,0.5826121164437451,48357
OLDHAM,108,659,774,1616,2000,1,TX,0,0,0.13953488372093023,0.851421188630491,0.7118863049095607,0.47896039603960394,48359
ORANGE,11887,17325,29654,55751,2000,1,TX,0,0,0.40085654549133337,0.5842382140689283,0.18338166857759491,0.5319007730803035,48361
PALO PINTO,3263,5690,9118,17677,2000,1,TX,0,0,0.3578635665716166,0.6240403597280105,0.2661767931563939,0.5158115064773434,48363
PANOLA,3011,5975,9074,15291,2000,1,TX,0,0,0.33182719858937626,0.6584747630592903,0.32664756446991405,0.5934209665816493,48365
PARKER,8878,23651,33225,57041,2000,1,TX,0,0,0.2672084273890143,0.7118434913468773,0.444635063957863,0.5824757630476324,48367
PARMER,447,2274,2744,4848,2000,1,TX,0,0,0.16290087463556852,0.8287172011661808,0.6658163265306123,0.566006600660066,48369
PECOS,1539,2700,4303,8324,2000,1,TX,0,0,0.3576574482918894,0.6274692075296305,0.26981175923774114,0.516938971648246,48371
POLK,6877,11746,18994,38064,2000,1,TX,0,0,0.36206170369590396,0.6184058123617985,0.2563441086658945,0.4990016813787306,48373
POTTER,7242,17629,25376,57656,2000,1,TX,0,0,0.2853877679697352,0.6947115384615384,0.40932377049180324,0.44012765367004303,48375
