County,DEM,REP,Votes,Voters,Year,Prez_Election,State,Voter_ID,Senate_2018,Dem_Percent,Rep_Percent,Rep_Lean,Turnout,FIPS
PRESIDIO,1064,618,1757,4222,2000,1,TX,0,0,0.6055776892430279,0.35173591348890154,-0.25384177575412636,0.416153481762198,48377
RAINS,1225,2049,3333,5637,2000,1,TX,0,0,0.36753675367536753,0.6147614761476148,0.24722472247224725,0.591271953166578,48379
RANDALL,7209,33921,41790,73860,2000,1,TX,0,0,0.172505384063173,0.8117013639626705,0.6391959798994975,0.565800162469537,48381
REAGAN,282,959,1255,2007,2000,1,TX,0,0,0.22470119521912352,0.7641434262948207,0.5394422310756972,0.6253114100647733,48383
REAL,316,1146,1490,2516,2000,1,TX,0,0,0.21208053691275167,0.7691275167785235,0.5570469798657719,0.5922098569157392,48385
RED RIVER,2219,2941,5202,8776,2000,1,TX,0,0,0.42656670511341793,0.565359477124183,0.13879277201076506,0.5927529626253418,48387
REEVES,1872,1273,3176,7854,2000,1,TX,0,0,0.5894206549118388,0.40081863979848864,-0.18860201511335017,0.4043799337916985,48389
REFUGIO,1172,1721,2921,5773,2000,1,TX,0,0,0.40123245463882234,0.5891817870592263,0.18794933242040396,0.5059760956175299,48391
ROBERTS,72,472,549,831,2000,1,TX,0,0,0.13114754098360656,0.8597449908925319,0.7285974499089253,0.6606498194945848,48393
ROBERTSON,3283,3007,6369,10957,2000,1,TX,0,0,0.5154655361909248,0.4721306327523944,-0.043334903438530414,0.5812722460527516,48395
ROCKWALL,3642,13666,17652,29470,2000,1,TX,0,0,0.2063222297756628,0.7741898934964877,0.5678676637208249,0.598982015609094,48397
RUNNELS,969,3020,4046,7283,2000,1,TX,0,0,0.23949579831932774,0.7464162135442413,0.5069204152249135,0.5555402993272003,48399
RUSK,4841,11611,16633,30719,2000,1,TX,0,0,0.29104791679191966,0.6980701016052426,0.407022184813323,0.5414564276180865,48401
SABINE,1753,2764,4591,8026,2000,1,TX,0,0,0.3818340230886517,0.6020474842082335,0.2202134611195818,0.5720159481684526,48403
SAN AUGUSTINE,1636,2116,3805,6749,2000,1,TX,0,0,0.4299605781865966,0.5561103810775295,0.12614980289093292,0.5637872277374426,48405
SAN JACINTO,2946,4623,7714,14750,2000,1,TX,0,0,0.38190303344568316,0.5992999740731139,0.2173969406274307,0.5229830508474577,48407
SAN PATRICIO,7840,10599,18699,44969,2000,1,TX,0,0,0.41927375795497085,0.5668217551740735,0.14754799721910267,0.41581978696435323,48409
SAN SABA,618,1691,2333,3747,2000,1,TX,0,0,0.26489498499785685,0.7248178311187312,0.45992284612087436,0.6226314384841206,48411
SCHLEICHER,338,826,1173,1835,2000,1,TX,0,0,0.28815004262574595,0.7041773231031543,0.41602728047740833,0.6392370572207084,48413
SCURRY,1193,4060,5326,11383,2000,1,TX,0,0,0.22399549380398048,0.7622981599699586,0.5383026661659782,0.4678907142229641,48415
SHACKELFORD,264,1066,1347,2491,2000,1,TX,0,0,0.19599109131403117,0.791388270230141,0.5953971789161099,0.5407466880770775,48417
SHELBY,3227,5692,9005,15688,2000,1,TX,0,0,0.3583564686285397,0.6320932815102721,0.2737368128817324,0.5740056093829679,48419
SHERMAN,144,998,1163,1768,2000,1,TX,0,0,0.12381771281169389,0.8581255374032674,0.7343078245915735,0.6578054298642534,48421
SMITH,16470,43320,60624,101184,2000,1,TX,0,0,0.27167458432304037,0.7145684877276326,0.4428939034045922,0.599146110056926,48423
SOMERVELL,752,2120,2918,4884,2000,1,TX,0,0,0.2577107607950651,0.726525017135024,0.46881425633995893,0.5974610974610974,48425
STARR,6505,1911,8464,25984,2000,1,TX,0,0,0.7685491493383743,0.22577977315689982,-0.5427693761814745,0.32573891625615764,48427
STEPHENS,811,2425,3291,5928,2000,1,TX,0,0,0.24642965663931934,0.736858097842601,0.49042844120328166,0.555161943319838,48429
STERLING,132,520,659,1056,2000,1,TX,0,0,0.20030349013657056,0.7890743550834598,0.5887708649468892,0.6240530303030303,48431
STONEWALL,294,496,799,1331,2000,1,TX,0,0,0.36795994993742176,0.6207759699624531,0.25281602002503134,0.6003005259203607,48433
SUTTON,468,1063,1540,2601,2000,1,TX,0,0,0.3038961038961039,0.6902597402597402,0.38636363636363635,0.592079969242599,48435
SWISHER,856,1612,2501,5358,2000,1,TX,0,0,0.34226309476209515,0.6445421831267493,0.3022790883646541,0.4667786487495334,48437
TARRANT,173758,286921,472389,851104,2000,1,TX,0,0,0.3678282093782878,0.6073828984163475,0.2395546890380597,0.55503087754258,48439
TAYLOR,10504,31701,43020,82560,2000,1,TX,0,0,0.24416550441655044,0.7368898186889818,0.4927243142724314,0.5210755813953488,48441
TERRELL,219,243,477,791,2000,1,TX,0,0,0.4591194968553459,0.5094339622641509,0.05031446540880502,0.6030341340075853,48443
TERRY,1108,2910,4054,8123,2000,1,TX,0,0,0.27331031080414403,0.7178095707942772,0.4444992599901332,0.49907669580204356,48445
THROCKMORTON,228,608,842,1325,2000,1,TX,0,0,0.27078384798099764,0.7220902612826603,0.45130641330166266,0.6354716981132076,48447
TITUS,3008,4995,8103,15008,2000,1,TX,0,0,0.37122053560409723,0.6164383561643836,0.24521782056028635,0.5399120469083155,48449
TOM GREEN,9288,24733,34626,64504,2000,1,TX,0,0,0.2682377404262693,0.7142898400046208,0.4460520995783515,0.5368039191367977,48451
TRAVIS,125526,141235,301263,572429,2000,1,TX,0,0,0.4166658368269585,0.46880964472902414,0.05214380790206563,0.5262888497962193,48453
TRINITY,2142,3093,5297,11477,2000,1,TX,0,0,0.4043798376439494,0.5839154238248065,0.17953558618085713,0.4615317591705149,48455
TYLER,2775,4236,7116,13398,2000,1,TX,0,0,0.3899662731871838,0.5952782462057336,0.20531197301854975,0.5311240483654277,48457
UPSHUR,4180,8448,12808,23463,2000,1,TX,0,0,0.3263585259212992,0.6595877576514678,0.3332292317301686,0.545880748412394,48459
UPTON,266,982,1273,2399,2000,1,TX,0,0,0.208955223880597,0.7714061272584446,0.5624509033778475,0.5306377657357232,48461
UVALDE,3436,4855,8420,16568,2000,1,TX,0,0,0.40807600950118766,0.5766033254156769,0.16852731591448927,0.5082085948816997,48463
VAL VERDE,5056,6223,11474,24782,2000,1,TX,0,0,0.4406484225204811,0.5423566323862646,0.10170820986578355,0.46299733677669275,48465
VAN ZANDT,5245,12383,17891,31922,2000,1,TX,0,0,0.2931641607512157,0.692135710692527,0.3989715499413113,0.5604598709354051,48467
VICTORIA,8176,18787,27408,55130,2000,1,TX,0,0,0.29830706363105663,0.6854568009340338,0.3871497373029772,0.49715218574278974,48469
WALKER,4943,9076,14374,29556,2000,1,TX,0,0,0.3438847919855294,0.6314178377626269,0.28753304577709754,0.4863310326160509,48471
WALLER,5046,5686,10858,20123,2000,1,TX,0,0,0.4647264689629766,0.5236691840117885,0.05894271504881193,0.5395815733240571,48473
WARD,1256,2534,3874,7071,2000,1,TX,0,0,0.3242127000516262,0.6541042849767682,0.329891584925142,0.5478715881770613,48475
WASHINGTON,2996,8645,11809,19281,2000,1,TX,0,0,0.25370480142264373,0.7320687611144042,0.4783639596917605,0.612468232975468,48477
WEBB,18120,13076,31571,88029,2000,1,TX,0,0,0.5739444426847423,0.41417756802128536,-0.15976687466345696,0.3586431744084336,48479
WHARTON,4838,8455,13426,22612,2000,1,TX,0,0,0.3603455980932519,0.6297482496648295,0.26940265157157756,0.5937555280382097,48481
WHEELER,579,1787,2389,3895,2000,1,TX,0,0,0.2423608204269569,0.7480117203850983,0.5056508999581415,0.6133504492939666,48483
WICHITA,14108,27802,42713,81059,2000,1,TX,0,0,0.3302975674853089,0.6509025355278253,0.32060496804251637,0.5269371692224183,48485
WILBARGER,1356,3138,4577,8830,2000,1,TX,0,0,0.2962639283373389,0.6856019226567621,0.38933799431942323,0.5183465458663646,48487
WILLACY,3218,1789,5062,10932,2000,1,TX,0,0,0.6357171078625049,0.3534176214934808,-0.2822994863690241,0.46304427369191364,48489
WILLIAMSON,26591,65041,95935,161568,2000,1,TX,0,0,0.27717725543336635,0.6779694584875176,0.4007922030541512,0.5937747573776986,48491
WILSON,3997,7509,11698,20462,2000,1,TX,0,0,0.3416823388613438,0.6419045990767652,0.3002222602154214,0.5716938715668067,48493
WINKLER,556,1468,2043,4491,2000,1,TX,0,0,0.272148800783162,0.7185511502692119,0.4464023494860499,0.45490981963927857,48495
WISE,4830,11234,16368,29900,2000,1,TX,0,0,0.29508797653958946,0.6863391984359726,0.3912512218963831,0.5474247491638796,48497
WOOD,3893,9810,13884,20984,2000,1,TX,0,0,0.2803946989340248,0.7065687121866897,0.4261740132526649,0.661646969119329,48499
YOAKUM,531,1911,2465,4722,2000,1,TX,0,0,0.2154158215010142,0.7752535496957403,0.5598377281947261,0.5220245658619229,48501
YOUNG,1843,5022,6954,12154,2000,1,TX,0,0,0.2650273224043716,0.722174288179465,0.45714696577509345,0.5721573144643739,48503
ZAPATA,1638,953,2616,6566,2000,1,TX,0,0,0.6261467889908257,0.3642966360856269,-0.26185015290519875,0.39841608285105085,48505
ZAVALA,2616,751,3391,8726,2000,1,TX,0,0,0.7714538484222944,0.22146859333529934,-0.549985255086995,0.38860875544350215,48507
ANDERSON,3758,6386,10297,28073,2002,0,TX,0,0,0.36496066815577355,0.6201806351364475,0.25521996698067395,0.366793716382289,48001
ANDREWS,877,2018,2990,8252,2002,0,TX,0,0,0.29331103678929765,0.6749163879598662,0.38160535117056854,0.3623364032961706,48003
ANGELINA,7760,10892,19035,48301,2002,0,TX,0,0,0.4076700814289467,0.5722090885211453,0.1645390070921986,0.39409121964348565,48005
ARANSAS,1798,3966,5945,15420,2002,0,TX,0,0,0.3024390243902439,0.6671152228763667,0.3646761984861228,0.385538261997406,48007
ARCHER,730,2115,2903,6399,2002,0,TX,0,0,0.2514640027557699,0.7285566655184292,0.4770926627626593,0.45366463509923427,48009
ARMSTRONG,157,566,753,1386,2002,0,TX,0,0,0.20849933598937584,0.751660026560425,0.5431606905710491,0.5432900432900433,48011
ATASCOSA,3649,4446,8252,24618,2002,0,TX,0,0,0.44219583131362095,0.5387784779447407,0.0965826466311197,0.33520188479974,48013
AUSTIN,1582,5285,6976,15479,2002,0,TX,0,0,0.22677752293577982,0.7575974770642202,0.5308199541284404,0.4506751082111248,48015
BAILEY,437,1111,1568,3938,2002,0,TX,0,0,0.27869897959183676,0.7085459183673469,0.42984693877551017,0.3981716607414931,48017
BANDERA,1053,4363,5596,12476,2002,0,TX,0,0,0.18817012151536813,0.7796640457469621,0.591493924231594,0.44854119910227636,48019
BASTROP,5392,8932,15086,34986,2002,0,TX,0,0,0.35741747315391753,0.592072119846215,0.23465464669229746,0.4312010518493112,48021
BAYLOR,360,809,1189,2909,2002,0,TX,0,0,0.3027754415475189,0.68040370058873,0.3776282590412111,0.4087315228600894,48023
BEE,4272,3107,7514,16517,2002,0,TX,0,0,0.5685387277082778,0.4134948096885813,-0.15504391801969652,0.4549252285524006,48025
BELL,15307,27451,43593,144805,2002,0,TX,0,0,0.3511343564333723,0.6297111921638795,0.2785768357305072,0.301046234591347,48027
BEXAR,125434,142137,273604,884103,2002,0,TX,0,0,0.45845089984064563,0.5194989839329834,0.061048084092337807,0.3094707290892577,48029
BLANCO,678,2274,3051,6250,2002,0,TX,0,0,0.2222222222222222,0.7453294001966568,0.5231071779744346,0.48816,48031
BORDEN,37,228,275,488,2002,0,TX,0,0,0.13454545454545455,0.8290909090909091,0.6945454545454546,0.5635245901639344,48033
BOSQUE,1490,3840,5447,10595,2002,0,TX,0,0,0.2735450706811089,0.7049752157150725,0.4314301450339636,0.5141104294478528,48035
BOWIE,9173,10921,20302,53963,2002,0,TX,0,0,0.4518274061668801,0.537927297803172,0.08609989163629195,0.3762207438430035,48037
BRAZORIA,17063,34645,53059,152721,2002,0,TX,0,0,0.32158540492659116,0.6529523737725927,0.3313669688460016,0.3474243882635656,48039
BRAZOS,7905,20313,28828,92659,2002,0,TX,0,0,0.27421257111141945,0.7046274455390592,0.43041487442763976,0.3111192652629534,48041
BREWSTER,1121,1254,2475,5963,2002,0,TX,0,0,0.4529292929292929,0.5066666666666667,0.053737373737373806,0.41505953379171556,48043
BRISCOE,293,488,806,1306,2002,0,TX,0,0,0.36352357320099254,0.6054590570719603,0.2419354838709678,0.6171516079632465,48045
BROOKS,2022,338,2387,6780,2002,0,TX,0,0,0.8470883954754922,0.14160033514872225,-0.7054880603267699,0.3520648967551622,48047
BROWN,2233,6629,9065,22927,2002,0,TX,0,0,0.24633204633204633,0.7312741312741313,0.484942084942085,0.3953853535133249,48049
BURLESON,1767,2992,4829,10848,2002,0,TX,0,0,0.36591426796438187,0.6195899772209568,0.2536757092565749,0.44515117994100295,48051
BURNET,2834,7834,11025,23361,2002,0,TX,0,0,0.2570521541950113,0.7105668934240362,0.4535147392290249,0.4719404135096956,48053
CALDWELL,3294,4000,7558,20807,2002,0,TX,0,0,0.43582958454617626,0.5292405398253506,0.09341095527917431,0.36324313932811075,48055
CALHOUN,2590,2742,5443,14137,2002,0,TX,0,0,0.4758405291199706,0.5037663053463164,0.02792577622634579,0.3850180377732192,48057
CALLAHAN,859,2787,3743,8944,2002,0,TX,0,0,0.2294950574405557,0.7445899011488111,0.5150948437082554,0.4184928443649374,48059
CAMERON,27374,17716,45754,154193,2002,0,TX,0,0,0.5982864886130175,0.38720111902784454,-0.21108536958517293,0.29673201766617163,48061
CAMP,1354,1539,2934,6552,2002,0,TX,0,0,0.4614860259032038,0.5245398773006135,0.06305385139740965,0.4478021978021978,48063
CARSON,514,1562,2142,4772,2002,0,TX,0,0,0.23996265172735762,0.7292250233426704,0.4892623716153127,0.44886839899413244,48065
CASS,3787,3527,7396,18914,2002,0,TX,0,0,0.5120335316387237,0.47687939426717146,-0.03515413737155221,0.3910330971766945,48067
CASTRO,729,1277,2030,4833,2002,0,TX,0,0,0.35911330049261087,0.629064039408867,0.26995073891625615,0.420028967515001,48069
CHAMBERS,2171,4716,7034,18628,2002,0,TX,0,0,0.30864373045208987,0.6704577765140745,0.3618140460619846,0.37760360747262184,48071
CHEROKEE,3410,6616,10192,28615,2002,0,TX,0,0,0.3345761381475667,0.6491365777080063,0.31456043956043955,0.35617683033374103,48073
CHILDRESS,497,1048,1572,3934,2002,0,TX,0,0,0.31615776081424934,0.6666666666666666,0.3505089058524173,0.3995932892730046,48075
CLAY,1014,2244,3355,7220,2002,0,TX,0,0,0.3022354694485842,0.6688524590163935,0.36661698956780925,0.4646814404432133,48077
COCHRAN,461,612,1099,2202,2002,0,TX,0,0,0.4194722474977252,0.556869881710646,0.13739763421292078,0.49909173478655766,48079
COKE,227,898,1153,2595,2002,0,TX,0,0,0.19687771032090198,0.7788378143972247,0.5819601040763227,0.4443159922928709,48081
COLEMAN,727,1786,2572,6565,2002,0,TX,0,0,0.28265940902021774,0.6944012441679627,0.41174183514774493,0.3917745620715918,48083
COLLIN,30903,95680,129092,319236,2002,0,TX,0,0,0.23938741362749047,0.7411768351253369,0.5017894214978464,0.4043779523612625,48085
COLLINGSWORTH,435,673,1121,2248,2002,0,TX,0,0,0.3880463871543265,0.6003568242640499,0.21231043710972342,0.4986654804270463,48087
COLORADO,1623,4178,5891,12066,2002,0,TX,0,0,0.275505007638771,0.7092174503479884,0.43371244270921744,0.4882313939996685,48089
COMAL,5047,18560,24186,60331,2002,0,TX,0,0,0.208674439758538,0.7673860911270983,0.5587116513685604,0.40088843214930964,48091
COMANCHE,1269,2428,3757,8782,2002,0,TX,0,0,0.3377694969390471,0.6462603140803833,0.3084908171413362,0.42780687770439535,48093
CONCHO,204,555,783,1777,2002,0,TX,0,0,0.26053639846743293,0.7088122605363985,0.4482758620689655,0.44063027574563873,48095
COOKE,2210,7218,9595,24393,2002,0,TX,0,0,0.2303282959874935,0.7522668056279312,0.5219385096404378,0.3933505513876932,48097
CORYELL,3257,6214,9733,38850,2002,0,TX,0,0,0.3346347477653344,0.6384465221411693,0.30381177437583484,0.25052767052767055,48099
COTTLE,191,340,544,1401,2002,0,TX,0,0,0.35110294117647056,0.625,0.27389705882352944,0.3882940756602427,48101
CRANE,434,868,1351,2770,2002,0,TX,0,0,0.32124352331606215,0.6424870466321243,0.32124352331606215,0.48772563176895306,48103
CROCKETT,387,558,963,2665,2002,0,TX,0,0,0.40186915887850466,0.5794392523364486,0.1775700934579439,0.36135084427767356,48105
CROSBY,662,939,1636,4288,2002,0,TX,0,0,0.40464547677261614,0.573960880195599,0.16931540342298285,0.38152985074626866,48107
CULBERSON,401,200,611,2075,2002,0,TX,0,0,0.6563011456628478,0.32733224222585927,-0.32896890343698854,0.2944578313253012,48109
DALLAM,260,622,904,3140,2002,0,TX,0,0,0.28761061946902655,0.6880530973451328,0.4004424778761062,0.2878980891719745,48111
DALLAS,208022,229820,445683,1208201,2002,0,TX,0,0,0.466748787815555,0.5156579900960997,0.048909202280544684,0.3688815023328072,48113
DAWSON,1395,2328,3770,8758,2002,0,TX,0,0,0.37002652519893897,0.6175066312997347,0.24748010610079574,0.4304635761589404,48115
DEAF SMITH,1189,2387,3648,10124,2002,0,TX,0,0,0.32593201754385964,0.6543311403508771,0.3283991228070175,0.3603318846305808,48117
DELTA,454,826,1296,3076,2002,0,TX,0,0,0.35030864197530864,0.6373456790123457,0.2870370370370371,0.4213263979193758,48119
DENTON,27682,74431,104514,306174,2002,0,TX,0,0,0.26486403735384734,0.7121629638134604,0.4472989264596131,0.34135491583217387,48121
DEWITT,1156,3220,4420,12542,2002,0,TX,0,0,0.26153846153846155,0.7285067873303167,0.46696832579185515,0.3524158826343486,48123
DICKENS,269,470,762,1508,2002,0,TX,0,0,0.3530183727034121,0.6167979002624672,0.2637795275590551,0.5053050397877984,48125
DIMMIT,1896,671,2590,7974,2002,0,TX,0,0,0.7320463320463321,0.2590733590733591,-0.47297297297297297,0.32480561825934284,48127
DONLEY,343,1035,1406,2584,2002,0,TX,0,0,0.24395448079658605,0.7361308677098151,0.492176386913229,0.5441176470588235,48129
DUVAL,2772,377,3170,10589,2002,0,TX,0,0,0.8744479495268139,0.11892744479495268,-0.7555205047318613,0.29936726791953916,48131
EASTLAND,1298,3630,5065,10648,2002,0,TX,0,0,0.2562685093780849,0.7166831194471865,0.46041461006910167,0.4756761833208114,48133
ECTOR,7614,15239,23438,69257,2002,0,TX,0,0,0.32485706971584605,0.6501834627527946,0.32532639303694855,0.3384206650591276,48135
EDWARDS,216,475,696,1487,2002,0,TX,0,0,0.3103448275862069,0.6824712643678161,0.3721264367816092,0.46805648957632817,48137
ELLIS,7749,20107,28376,71708,2002,0,TX,0,0,0.2730828869467155,0.7085917676910065,0.435508880744291,0.39571595916773583,48139
EL PASO,64702,35324,102347,355201,2002,0,TX,0,0,0.6321826726723793,0.34513957419367447,-0.2870430984787048,0.2881382653765051,48141
ERATH,1996,5954,8150,18983,2002,0,TX,0,0,0.2449079754601227,0.7305521472392638,0.4856441717791411,0.42933150713796553,48143
FALLS,1807,2371,4239,10196,2002,0,TX,0,0,0.42627978296768104,0.5593300306676103,0.1330502476999293,0.41575127500980774,48145
FANNIN,2760,4109,6999,16908,2002,0,TX,0,0,0.39434204886412344,0.5870838691241606,0.1927418202600371,0.41394606103619586,48147
FAYETTE,1850,5406,7393,14005,2002,0,TX,0,0,0.25023671040173134,0.7312322467198702,0.48099553631813885,0.5278828989646555,48149
FISHER,716,704,1449,2905,2002,0,TX,0,0,0.4941338854382333,0.4858523119392685,-0.0082815734989648,0.4987951807228916,48151
FLOYD,558,1403,1984,4475,2002,0,TX,0,0,0.28125,0.7071572580645161,0.4259072580645161,0.44335195530726257,48153
FOARD,182,186,372,966,2002,0,TX,0,0,0.489247311827957,0.5,0.010752688172043001,0.38509316770186336,48155
FORT BEND,34344,52068,87861,224551,2002,0,TX,0,0,0.3908901560419299,0.5926178850684604,0.20172772902653047,0.3912741426223887,48157
FRANKLIN,942,2032,3021,5784,2002,0,TX,0,0,0.3118172790466733,0.6726249586229726,0.3608076795762993,0.5223029045643154,48159
FREESTONE,1819,3331,5263,10944,2002,0,TX,0,0,0.3456203686110583,0.6329089872696181,0.28728861865855976,0.4809027777777778,48161
FRIO,2057,1082,3166,10059,2002,0,TX,0,0,0.64971572962729,0.3417561591914087,-0.30795957043588124,0.3147430162043941,48163
GAINES,698,1704,2472,6952,2002,0,TX,0,0,0.28236245954692557,0.6893203883495146,0.406957928802589,0.35558112773302647,48165
GALVESTON,26289,33409,61066,177598,2002,0,TX,0,0,0.4305014246880424,0.5470965840238431,0.11659515933580067,0.3438439622067816,48167
GARZA,307,836,1169,2923,2002,0,TX,0,0,0.262617621899059,0.7151411462788708,0.4525235243798118,0.399931577146767,48169
GILLESPIE,1262,6502,7918,15518,2002,0,TX,0,0,0.15938368274816872,0.8211669613538772,0.6617832786057085,0.5102461657430081,48171
GLASSCOCK,42,381,426,763,2002,0,TX,0,0,0.09859154929577464,0.8943661971830986,0.795774647887324,0.5583224115334207,48173
GOLIAD,847,1399,2275,5136,2002,0,TX,0,0,0.3723076923076923,0.6149450549450549,0.24263736263736263,0.4429517133956386,48175
